다차,159,41
가다,171,52
사아,168,59
타하,176,50
자마,152,44
가타,152,65
가하,167,46
파아,175,66
가라,157,80
타바,142,61
마아,141,98
차사,144,46
하파,160,86
마타,157,52
카카,189,72
하하,175,92
나차,180,87
라자,169,70
마나,153,70
마하,174,40
가타,184,66
카타,151,67
나라,178,70
나차,142,68
가차,141,47
파라,169,71
나마,161,54
마아,178,69
하마,157,67
파하,185,82
파바,167,69
카하,186,42
사차,148,43
파자,152,81
카파,169,71
나나,172,81
자차,148,67
파파,161,74
바차,188,44
가가,181,53
바사,163,93
마파,168,47
자마,142,60
차자,171,66
가라,181,97
하나,159,52
바다,194,87
바타,172,62
카나,185,73
가라,178,60
카카,192,52
사카,164,84
파사,192,57
마나,179,68
파하,158,82
카파,161,90
하카,185,89
나나,192,71
사카,194,91
아카,198,62
아나,143,87
나가,156,81
차아,190,89
바카,167,55
나하,171,62
자하,156,47
파아,167,99
마다,149,95
자타,171,85
마자,183,92
사바,185,80
자아,171,68
가사,162,58
차파,175,62
바자,151,82
타타,176,50
자아,170,74
나파,146,77
라차,165,43
마다,178,45
파나,177,94
아라,193,58
나차,144,98
다라,186,53
아아,198,61
다파,145,55
카마,194,65
아라,150,62
차가,162,69
하라,157,80
라사,188,84
가타,156,49
바자,177,85
파라,188,50
하하,164,58
차파,174,60
나카,184,84
차사,171,91
파라,193,71
다다,160,84
아하,156,60
카하,190,53
마사,145,96
사사,190,55
바나,146,64
하하,150,47
차라,154,98
다사,191,93
나사,186,59
타라,184,70
다마,172,91
파아,164,56
차아,178,81
바파,164,79
차하,173,93
가카,154,54
카다,192,45
가카,193,81
파사,184,77
아라,161,40
마차,159,75
가라,154,50
다차,170,43
나파,168,44
가다,185,73
가다,195,98
타다,176,95
카아,193,72
가타,148,86
라다,166,59
사바,173,67
자마,151,89
하라,170,63
타타,180,82
하다,185,72
바가,144,58
사타,147,68
다파,162,70
아파,193,50
파마,161,76
나마,152,82
라가,146,55
가타,155,61
자나,177,43
카파,159,94
다하,159,52
가차,197,57
카차,157,97
아차,162,72
타아,156,75
가타,184,60
차다,154,79
바다,194,98
나타,179,41
마자,184,71
파다,180,70
라사,149,62
바가,142,78
카파,189,66
라바,158,58
자라,194,93
차아,168,62
아하,145,52
하다,154,42
마바,158,41
아파,153,41
하나,192,48
차아,158,94
타마,152,58
사타,198,46
바사,146,55
가카,186,66
나나,165,67
사나,183,82
라하,176,44
자바,199,92
사바,182,99
타타,140,49
바마,183,59
자자,150,45
라마,161,78
자라,153,77
아하,183,52
사파,169,72
차하,176,78
카사,181,89
자카,172,58
파카,166,58
나마,140,60
하바,156,49
사나,175,89
가나,145,46
카타,168,90
바아,181,91
자바,199,97
자바,157,51
하자,194,43
라하,149,76
마라,170,85
카나,196,83
다파,192,61
마아,170,99
라파,141,64
라아,141,95
마라,168,86
다타,171,47
라바,186,95
카하,196,52
다가,146,68
파자,187,72
마가,154,64
자자,180,95
차자,185,69
바다,192,82
차나,143,62
차라,193,72
아타,151,97
자타,143,46
카아,168,56
라차,145,68
자아,190,51
라다,150,80
파다,161,44
바나,154,53
다아,174,95
카타,180,60
나나,140,60
카타,168,86
라바,159,46
바파,182,77
아마,184,55
파사,181,66
다하,158,73
차아,168,66
하차,188,72
아카,151,40
바하,167,53
마파,160,89
바바,143,52
나라,161,93
하타,196,61
마가,153,94
나파,190,72
자파,178,93
하나,159,49
라마,157,90
자라,158,53
자자,167,57
가라,152,61
마바,199,74
하자,159,88
차카,147,97
파라,191,96
차가,149,84
라자,181,80
하가,151,91
하차,198,74
라가,199,87
사자,160,93
바파,192,43
차파,172,79
자사,172,81
카다,167,47
파하,194,66
다하,154,61
라다,179,99
아가,145,88
자카,197,97
차자,164,97
타가,188,66
아가,158,70
타타,159,57
카다,152,95
아자,171,51
마사,182,47
사카,190,40
마가,141,57
파나,197,42
카사,198,56
바사,170,85
바아,165,88
자자,179,76
바아,197,89
바차,172,46
타자,147,75
가아,193,71
바다,165,69
다바,144,44
자바,142,66
차하,173,50
하사,173,54
다아,179,56
사차,188,89
아사,182,68
아다,142,46
차라,180,44
라나,141,77
하마,148,45
차타,187,89
차아,175,83
마가,187,75
다아,197,42
차사,140,82
차파,187,80
바사,166,87
차아,163,71
아나,156,80
사하,197,63
아마,148,68
파가,146,50
하하,153,63
가아,167,52
가나,163,83
가파,142,47
타사,162,42
자파,189,42
다자,143,51
다라,194,53
라라,183,67
라라,175,79
타마,192,90
바라,173,80
아나,162,96
파사,169,61
사다,158,40
하마,190,71
바나,182,59
가가,197,55
가하,173,86
아나,168,49
하바,199,88
사파,199,74
카하,155,78
나타,197,54
다파,142,90
아마,174,50
사카,189,99
나타,153,93
라나,165,59
라다,175,92
다가,144,44
라아,149,49
타가,160,68
파가,171,82
카가,151,79
바아,159,87
다마,167,91
아나,189,93
아다,170,98
나파,164,44
가사,154,77
아가,173,98
다마,178,87
사타,154,65
자자,150,44
다라,196,97
가파,180,58
파다,147,82
라가,142,92
사가,192,95
사사,140,62
사차,157,44
하아,153,88
아가,161,61
차자,198,58
가하,167,60
하차,159,66
바하,187,74
하사,169,96
나마,157,85
차라,156,73
바바,179,89
차하,153,64
나아,180,58
타자,150,90
자타,181,86
나다,140,82
마가,176,51
라카,168,84
다타,193,98
하가,146,80
나차,174,53
자마,191,93
다타,164,94
파마,197,51
다파,148,59
카하,171,82
사가,165,90
아나,182,50
가차,192,41
아나,197,57
타타,188,49
사나,143,96
사바,183,99
사라,144,93
하사,161,60
바나,173,49
하아,194,69
카라,152,85
바바,195,90
아다,176,90
가가,184,96
자아,150,77
사다,148,48
나카,198,64
마사,153,42
하아,181,54
마차,151,87
파가,193,67
다마,145,83
카자,160,73
아가,176,88
하자,154,89
파하,169,87
차나,189,98
바다,166,43
가라,180,99
파파,193,47
자라,190,53
자차,198,96
타마,161,52
마아,177,58
차타,164,88
차다,178,44
하나,180,88
아라,199,75
하하,148,57
차자,176,70
마아,168,96
사다,195,47
파카,152,63
하바,193,84
라마,172,44
파가,185,77
마다,197,43
나나,145,93
사하,179,96
카카,170,41
자하,177,94
마파,199,72
가라,172,80
다하,171,57
자자,140,49
라사,147,96
자라,162,67
마라,185,41
마마,174,42
라파,177,75
사카,161,87
마타,160,41
하파,184,89
사다,169,79
가차,149,69
사바,168,96
사카,195,87
자마,183,68
가자,145,70
카자,179,56
차하,169,43
다나,155,67
다자,192,46
바다,191,68
나마,152,55
마차,191,62
아다,167,94
카다,172,50
자라,194,82
라라,183,48
카파,145,91
자나,155,54
아카,164,73
바하,159,77
카가,147,49
마바,156,89
바타,198,52
자차,140,77
마가,190,78
하타,176,51
자가,142,64
사하,197,77
타아,150,59
타하,141,41
자마,183,42
아마,168,69
하아,185,63
하아,168,67
카차,156,41
가차,181,74
차타,158,73
카차,182,54
사마,199,60
카타,170,68
카나,171,51
가다,150,97
타나,176,68
마바,155,77
바아,173,88
바자,142,95
자가,197,91
바마,160,93
다차,158,53
차차,199,75
가파,197,41
가파,159,45
사다,144,87
차자,199,85
사자,151,88
하하,163,66
카나,146,98
다바,163,94
나타,198,85
카라,186,70
라다,159,77
가나,173,76
다마,179,71
하나,142,69
차파,153,60
파하,189,60
파다,152,64
사마,179,66
차하,189,84
라자,152,40
하다,197,55
파카,175,74
하아,147,63
카타,191,76
가바,198,46
나나,158,79
나바,180,87
차하,161,92
타타,163,47
라자,163,53
바마,178,81
마가,147,74
자가,157,45
하마,189,79
타가,172,73
사나,154,63
타가,140,72
나다,148,50
카타,192,68
파하,166,41
아파,192,88
나가,140,63
카차,177,58
차라,177,42
마다,171,52
자하,157,77
아마,144,64
자바,164,92
타사,147,85
마차,195,95
바바,178,80
차바,155,81
바아,150,47
라카,184,74
마사,188,65
가가,164,53
파가,191,84
마하,192,44
가가,159,77
자자,141,49
바사,194,43
하파,194,98
나라,156,66
가자,160,99
파나,162,79
자타,145,53
파나,144,46
타라,146,86
차나,180,43
파자,172,41
파마,175,87
마라,174,99
바바,177,61
라마,149,84
차타,161,83
바차,156,69
다하,195,91
하라,187,87
타하,175,73
아다,170,89
카타,174,84
바파,195,41
아마,185,70
아하,160,97
마타,169,41
마가,186,53
바타,192,60
나바,176,92
자자,177,84
바차,175,77
마사,182,91
마아,187,87
다라,161,47
타바,150,87
라차,164,78
아라,153,69
타차,168,64
다다,187,53
자파,177,90
하아,169,46
자카,188,66
가하,194,66
타차,198,78
타하,162,48
차하,179,96
차다,185,82
타카,196,63
가카,153,99
다마,163,68
마바,167,49
차하,143,59
타다,189,57
바다,146,57
하나,148,63
다타,151,74
자파,165,88
바다,164,67
라가,173,94
마바,155,62
바파,199,77
카다,168,55
파바,150,95
사하,169,71
마아,199,59
바사,179,79
나아,172,54
사아,177,92
라다,150,70
차하,164,43
라파,164,95
나카,146,80
파사,149,80
파차,174,62
바타,162,84
사다,187,67
다하,145,58
사가,140,93
차자,152,60
파차,158,85
나나,158,42
라타,183,90
하마,151,87
가가,193,53
아타,170,44
바하,194,96
바라,150,54
아파,142,57
가하,170,61
라사,188,74
차사,150,87
사나,187,60
하나,180,61
타타,186,91
라가,155,80
아나,155,62
카가,197,68
가차,175,99
마라,151,55
나아,172,42
라바,158,88
자아,145,77
바타,189,77
차타,141,73
나다,171,67
파타,174,68
라아,141,71
파사,188,74
바자,176,57
가가,165,79
다바,194,47
마차,169,65
나아,190,51
바파,158,79
타사,156,68
사다,151,57
자카,142,58
사파,196,98
타다,191,87
카아,181,57
타자,197,48
아가,143,55
타아,150,97
타차,162,80
라차,145,87
나카,187,85
타아,158,76
마나,190,49
마차,193,63
자사,176,65
차카,159,95
차자,193,56
아카,143,65
사차,185,86
아타,190,87
나하,154,47
아나,157,46
타다,167,83
카아,199,92
자자,173,46
아차,189,46
마라,149,41
마다,160,62
라타,158,94
가차,181,62
차아,188,98
나차,176,69
아나,184,61
다카,183,70
사차,177,55
사바,142,66
하가,169,98
라하,171,60
자자,165,57
카자,183,72
라아,152,91
카타,183,46
하사,150,74
마카,162,64
타라,190,57
다가,192,77
나차,187,44
마바,188,60
바자,153,65
라나,168,48
파마,192,70
파아,178,95
하마,184,88
타사,172,70
자타,148,43
나차,199,44
카자,182,43
하자,172,67
마자,198,42
자사,198,66
라바,167,82
아파,151,84
타하,184,51
바타,150,66
사나,140,93
차타,160,41
사차,166,51
하타,173,55
자사,184,98
하아,186,99
사타,181,94
아바,147,73
차가,183,83
카하,188,73
타차,186,88
마바,178,74
라타,169,67
가마,177,71
카가,152,60
사차,148,91
바라,199,90
다나,195,68
마다,196,68
라바,197,74
바라,169,51
자사,150,49
바사,187,48
타나,187,62
라파,184,96
아카,165,99
타파,176,85
타다,160,75
나카,165,96
마카,161,76
아마,156,46
하카,193,98
자아,182,67
바바,196,47
자파,185,77
자사,166,78
바카,184,88
파자,195,73
바마,193,65
타자,140,48
나타,166,96
바나,187,77
차하,182,52
사차,175,97
파가,196,56
아타,143,89
바파,154,40
카나,192,95
나파,171,94
아나,180,50
